185.216.140.186 - - [03/Oct/2020:00:33:05 +0900] "GET /cache/global/img/gs.gif HTTP/1.1" 404 1040
121.145.185.76 - - [03/Oct/2020:19:32:19 +0900] "GET /ext6.5/build/classic/theme-triton/resources/fonts/OpenSans-Bold.ttf HTTP/1.1" 200 224592
121.145.185.76 - - [03/Oct/2020:19:32:19 +0900] "GET /ext6.5/build/classic/theme-triton/resources/fonts/OpenSans-BoldItalic.ttf HTTP/1.1" 200 213292
121.145.185.76 - - [03/Oct/2020:19:32:20 +0900] "GET /ext6.5/build/classic/theme-triton/resources/fonts/OpenSans-ExtraBold.ttf HTTP/1.1" 200 222584
121.145.185.76 - - [03/Oct/2020:19:32:20 +0900] "GET /ext6.5/build/classic/theme-triton/resources/fonts/OpenSans-ExtraBoldItalic.ttf HTTP/1.1" 200 213420
121.145.185.76 - - [03/Oct/2020:19:32:20 +0900] "GET /ext6.5/build/classic/theme-triton/resources/font-awesome/fonts/fontawesome-webfont.eot? HTTP/1.1" 200 165742
121.145.185.76 - - [03/Oct/2020:19:32:20 +0900] "GET /ext6.5/build/classic/theme-triton/resources/font-ext/fonts/ExtJS.eot? HTTP/1.1" 200 10560
110.46.98.8 - - [03/Oct/2020:19:32:20 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601721497541&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-09-01T00%3A00%3A00&V_DN_DT_TO=2020-09-29T00%3A00%3A00&V_S_BP_NM=%EB%8B%A4%EC%9D%B8%EC%86%8C%EC%9E%AC&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 1688
121.145.185.76 - - [03/Oct/2020:19:32:29 +0900] "GET /ext6.5/build/classic/theme-triton/resources/images/loadmask/loading.gif HTTP/1.1" 200 1849
121.145.185.76 - - [03/Oct/2020:19:32:29 +0900] "GET /HSPF01/common/login/sql/loginproc.jsp?_dc=1601721506307&comp_id=HSN&user_id=sally&password=af7eb5a513846dc43f62ada7fd8cef8863d40a68f193361d545ef7f52c9d5599a30709d30093dbae332ad63eb5d0b2c1e22a62bb3ea7e3da7574e1905dbbc38d9f45cb49651215e57b779903029f7162da0b44c622e7893897fad7d4df8c86b1a52f0e766f8de7b866ccc59eadb42e2207a8cfe6fa9461d04a426b05272fe2c0219bc1bdb9313418b458fb6ddf69e6b9359b5ffcbdf974df1220198906a80edb36af45b2071a04c99f29d92b4fa4d90710108fc659579fa637563bd86ab8cb41b894cfa48aaf6df4b5cc51dc82bf286046a3f61ca8a6f2c47e23bc1be8b409e69ec45b2c52017501515d84680855fff83f66f402be9cc40f03086af9285c44a0&page=1&start=0&limit=25 HTTP/1.1" 200 54
121.145.185.76 - - [03/Oct/2020:19:32:29 +0900] "GET /HSPF01/common/frame/frame.jsp?user_id=sally&comp_id=HSN HTTP/1.1" 200 1509
121.145.185.76 - - [03/Oct/2020:19:32:29 +0900] "GET /HSPF01/common/frame/app.js HTTP/1.1" 200 969
121.145.185.76 - - [03/Oct/2020:19:32:30 +0900] "GET /HSPF01/common/frame/app/view/MyWindow1.js?_dc=1601721507420 HTTP/1.1" 200 9903
121.145.185.76 - - [03/Oct/2020:19:32:30 +0900] "GET /HSPF01/common/frame/app/view/MainView.js?_dc=1601721507420 HTTP/1.1" 200 49804
121.145.185.76 - - [03/Oct/2020:19:32:30 +0900] "GET /HSPF01/common/frame/app/view/SearchMenuWindow.js?_dc=1601721507420 HTTP/1.1" 200 2302
121.145.185.76 - - [03/Oct/2020:19:32:30 +0900] "GET /HSPF01/common/frame/app/view/AddFavoriteFolderWindow.js?_dc=1601721507421 HTTP/1.1" 200 2106
121.145.185.76 - - [03/Oct/2020:19:32:30 +0900] "GET /HSPF01/common/frame/app/view/RenameFavoriteFolderWindow.js?_dc=1601721507421 HTTP/1.1" 200 2467
121.145.185.76 - - [03/Oct/2020:19:32:30 +0900] "GET /HSPF01/common/frame/app/store/GbStore.js?_dc=1601721507421 HTTP/1.1" 200 668
121.145.185.76 - - [03/Oct/2020:19:32:30 +0900] "GET /HSPF01/common/frame/app/store/SearchMenuStore.js?_dc=1601721507421 HTTP/1.1" 200 692
121.145.185.76 - - [03/Oct/2020:19:32:30 +0900] "GET /HSPF01/common/frame/app/store/FavoriteStore2.js?_dc=1601721507421 HTTP/1.1" 200 852
121.145.185.76 - - [03/Oct/2020:19:32:30 +0900] "GET /HSPF01/common/frame/app/controller/Navigation.js?_dc=1601721507421 HTTP/1.1" 200 19190
121.145.185.76 - - [03/Oct/2020:19:32:30 +0900] "GET /HSPF01/common/frame/app/view/MainViewViewModel.js?_dc=1601721507568 HTTP/1.1" 200 646
121.145.185.76 - - [03/Oct/2020:19:32:30 +0900] "GET /HSPF01/common/frame/app/view/MyWindowViewModel1.js?_dc=1601721507571 HTTP/1.1" 200 668
121.145.185.76 - - [03/Oct/2020:19:32:30 +0900] "GET /HSPF01/common/frame/app/view/SearchMenuWindowViewModel.js?_dc=1601721507572 HTTP/1.1" 200 684
121.145.185.76 - - [03/Oct/2020:19:32:30 +0900] "GET /HSPF01/common/frame/app/view/AddFavoriteFolderWindowViewModel.js?_dc=1601721507573 HTTP/1.1" 200 696
121.145.185.76 - - [03/Oct/2020:19:32:30 +0900] "GET /HSPF01/common/frame/app/view/RenameFavoriteFolderWindowViewModel.js?_dc=1601721507574 HTTP/1.1" 200 702
121.145.185.76 - - [03/Oct/2020:19:32:30 +0900] "GET /HSPF01/common/frame/app/model/GbModel.js?_dc=1601721507575 HTTP/1.1" 200 468
121.145.185.76 - - [03/Oct/2020:19:32:30 +0900] "GET /HSPF01/common/frame/app/model/MenuModel.js?_dc=1601721507576 HTTP/1.1" 200 348
121.145.185.76 - - [03/Oct/2020:19:32:31 +0900] "GET /HSPF01/common/frame/sql/MenuList.jsp?_dc=1601721507890&node=0 HTTP/1.1" 200 381
110.46.98.8 - - [03/Oct/2020:19:32:31 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601721508333&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-09-01T00%3A00%3A00&V_DN_DT_TO=2020-09-29T00%3A00%3A00&V_S_BP_NM=%EA%B5%AD%EB%8F%84%ED%99%94&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 43
121.145.185.76 - - [03/Oct/2020:19:32:31 +0900] "GET /HSPF01/common/img/main_top2.png HTTP/1.1" 200 1023
121.145.185.76 - - [03/Oct/2020:19:32:31 +0900] "GET /HSPF01/common/img/main_top.png HTTP/1.1" 200 3351
121.145.185.76 - - [03/Oct/2020:19:32:31 +0900] "GET /HSPF01/common/img/main.png HTTP/1.1" 200 287991
121.145.185.76 - - [03/Oct/2020:19:32:31 +0900] "GET /HSPF01/common/frame/sql/Global.jsp?_dc=1601721508444&page=1&start=0&limit=25 HTTP/1.1" 200 358
110.46.98.8 - - [03/Oct/2020:19:32:37 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601721515007&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-09-01T00%3A00%3A00&V_DN_DT_TO=2020-09-29T00%3A00%3A00&V_S_BP_NM=%EB%8B%A4%EC%9D%B8%EC%86%8C%EC%9E%AC&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 1688
110.46.98.8 - - [03/Oct/2020:19:32:45 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/view/MyWindow1.js?_dc=1601721523104 HTTP/1.1" 200 9559
110.46.98.8 - - [03/Oct/2020:19:32:45 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/view/MyWindowViewModel1.js?_dc=1601721523140 HTTP/1.1" 200 678
110.46.98.8 - - [03/Oct/2020:19:32:49 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601721526823&V_TYPE=PS&V_COMP_ID=HSN&V_USR_ID=BDB&W_DN_DT_FR=2020-08-01T00%3A00%3A00&W_DN_DT_TO=2020-10-03T00%3A00%3A00&W_S_BP_NM=%EB%8B%A4%EC%9D%B8%EC%86%8C%EC%9E%AC&page=1&start=0&limit=25 HTTP/1.1" 200 43
110.46.98.8 - - [03/Oct/2020:19:32:51 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601721528777&V_TYPE=PS&V_COMP_ID=HSN&V_USR_ID=BDB&W_DN_DT_FR=2020-08-01T00%3A00%3A00&W_DN_DT_TO=2020-10-03T00%3A00%3A00&W_S_BP_NM=%EB%8B%A4%EC%9D%B8%EC%86%8C%EC%9E%AC&page=1&start=0&limit=25 HTTP/1.1" 200 43
110.46.98.8 - - [03/Oct/2020:19:33:24 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1601721562026&query=&V_MAST_CD=SC09&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 180
110.46.98.8 - - [03/Oct/2020:19:33:49 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/S_BILL_TOT_HSPF.jsp HTTP/1.1" 200 1423
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/model/MyModel.js?_dc=1601721588322 HTTP/1.1" 200 1538
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/view/MyViewport.js?_dc=1601721588322 HTTP/1.1" 200 41552
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/view/TbButton.js?_dc=1601721588322 HTTP/1.1" 200 1940
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/view/MyForm.js?_dc=1601721588322 HTTP/1.1" 200 9642
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/view/MyGrid.js?_dc=1601721588322 HTTP/1.1" 200 18006
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/view/MyGrid1.js?_dc=1601721588322 HTTP/1.1" 200 17743
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/store/MyStore.js?_dc=1601721588322 HTTP/1.1" 200 1685
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/store/MyStore1.js?_dc=1601721588322 HTTP/1.1" 200 1688
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/store/PopStore.js?_dc=1601721588322 HTTP/1.1" 200 1688
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/common/popup/app//store/WinSBpPopStore.js?_dc=1601721588322 HTTP/1.1" 200 1527
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/common/popup/app//store/WinMBpPopStore.js?_dc=1601721588322 HTTP/1.1" 200 1527
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/common/popup/app//store/WinBpPopStore.js?_dc=1601721588322 HTTP/1.1" 200 1524
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/common/popup/app//store/WinBillPopStore.js?_dc=1601721588322 HTTP/1.1" 200 1751
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/common/popup/app//store/WinBillEmpPopStore.js?_dc=1601721588322 HTTP/1.1" 200 1757
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/controller/TbButtonController.js?_dc=1601721588322 HTTP/1.1" 200 11149
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/controller/MyGridController1.js?_dc=1601721588322 HTTP/1.1" 200 8617
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/controller/MyGridController.js?_dc=1601721588322 HTTP/1.1" 200 10844
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/controller/PopController.js?_dc=1601721588322 HTTP/1.1" 200 4814
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/common/popup/app//controller/WinMBpPopController.js?_dc=1601721588322 HTTP/1.1" 200 7338
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/common/popup/app//controller/WinSBpPopController.js?_dc=1601721588322 HTTP/1.1" 200 9071
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/common/popup/app//controller/WinBpPopController.js?_dc=1601721588323 HTTP/1.1" 200 5231
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/common/popup/app//controller/WinBillPopController.js?_dc=1601721588323 HTTP/1.1" 200 69696
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1601721588522&V_MAST_CD=SC02&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 268
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1601721588529&V_MAST_CD=SC09&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 180
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1601721588531&V_MAST_CD=SC07&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 407
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1601721588536&V_MAST_CD=MA16&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 139
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1601721588537&V_MAST_CD=BA04&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 202
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1601721588541&V_MAST_CD=MA04&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 884
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1601721588539&V_MAST_CD=MA03&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 3915
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1601721588543&V_MAST_CD=VAT_RATE&page=1&start=0&limit=25 HTTP/1.1" 200 1181
110.46.98.8 - - [03/Oct/2020:19:33:50 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1601721588545&V_MAST_CD=MA02&page=1&start=0&limit=25 HTTP/1.1" 200 302
110.46.98.8 - - [03/Oct/2020:19:33:51 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/view/MyViewportViewController.js?_dc=1601721588494 HTTP/1.1" 200 1022
110.46.98.8 - - [03/Oct/2020:19:33:51 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/view/MyViewportViewModel.js?_dc=1601721588494 HTTP/1.1" 200 681
110.46.98.8 - - [03/Oct/2020:19:33:51 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/view/TbButtonViewModel.js?_dc=1601721588494 HTTP/1.1" 200 675
110.46.98.8 - - [03/Oct/2020:19:33:51 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/view/MyGridViewModel.js?_dc=1601721588500 HTTP/1.1" 200 669
110.46.98.8 - - [03/Oct/2020:19:33:51 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/view/MyGrid1ViewModel.js?_dc=1601721588502 HTTP/1.1" 200 678
110.46.98.8 - - [03/Oct/2020:19:33:51 +0900] "GET /HSPF01/common/popup/app//model/MyModel.js?_dc=1601721588506 HTTP/1.1" 200 1398
110.46.98.8 - - [03/Oct/2020:19:33:51 +0900] "GET /HSPF01/common/popup/app//view/WinSBpPop.js?_dc=1601721588566 HTTP/1.1" 200 5587
110.46.98.8 - - [03/Oct/2020:19:33:51 +0900] "GET /HSPF01/common/popup/app//view/WinMBpPop.js?_dc=1601721588568 HTTP/1.1" 200 5211
110.46.98.8 - - [03/Oct/2020:19:33:51 +0900] "GET /HSPF01/common/popup/app//view/WinBpPop.js?_dc=1601721588570 HTTP/1.1" 200 5267
110.46.98.8 - - [03/Oct/2020:19:33:51 +0900] "GET /HSPF01/common/popup/app//view/WinBillPop.js?_dc=1601721588634 HTTP/1.1" 200 93679
110.46.98.8 - - [03/Oct/2020:19:33:51 +0900] "GET /HSPF01/common/popup/app//view/WinSBpPopViewModel.js?_dc=1601721588833 HTTP/1.1" 200 667
110.46.98.8 - - [03/Oct/2020:19:33:51 +0900] "GET /HSPF01/common/popup/app//view/WinSBpGrid.js?_dc=1601721588833 HTTP/1.1" 200 1800
110.46.98.8 - - [03/Oct/2020:19:33:51 +0900] "GET /HSPF01/common/popup/app//view/WinMBpGrid.js?_dc=1601721588863 HTTP/1.1" 200 1802
110.46.98.8 - - [03/Oct/2020:19:33:51 +0900] "GET /HSPF01/common/popup/app//view/WinMBpPopViewModel.js?_dc=1601721588863 HTTP/1.1" 200 669
110.46.98.8 - - [03/Oct/2020:19:33:51 +0900] "GET /HSPF01/common/popup/app//view/WinBpPopViewModel.js?_dc=1601721588892 HTTP/1.1" 200 667
110.46.98.8 - - [03/Oct/2020:19:33:51 +0900] "GET /HSPF01/common/popup/app//view/WinBpGrid.js?_dc=1601721588892 HTTP/1.1" 200 1727
110.46.98.8 - - [03/Oct/2020:19:33:51 +0900] "GET /HSPF01/common/popup/app//view/WinBillPopViewModel.js?_dc=1601721588964 HTTP/1.1" 200 671
110.46.98.8 - - [03/Oct/2020:19:34:26 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601721623159&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-07-01T00%3A00%3A00&V_DN_DT_TO=2020-10-03T00%3A00%3A00&V_S_BP_NM=&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 1558825
46.174.191.28 - - [03/Oct/2020:19:34:49 +0900] "GET / HTTP/1.0" 200 776
110.46.98.8 - - [03/Oct/2020:19:36:26 +0900] "GET /HSPF01/common/popup/sql/sbp_pop_select.jsp?_dc=1601721743866&V_TYPE=S&V_COMP_ID=HSN&V_USR_ID=BDB&W_S_BP_CD=&W_S_BP_NM=%EA%B4%91%EC%9A%B0&page=1&start=0&limit=25 HTTP/1.1" 200 86
110.46.98.8 - - [03/Oct/2020:19:36:27 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601721743812&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-07-01T00%3A00%3A00&V_DN_DT_TO=2020-10-03T00%3A00%3A00&V_S_BP_NM=&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 1558825
110.46.98.8 - - [03/Oct/2020:19:36:29 +0900] "GET /HSPF01/common/popup/sql/sbp_pop_select.jsp?_dc=1601721747071&V_TYPE=S&V_COMP_ID=HSN&V_USR_ID=BDB&W_S_BP_CD=&W_S_BP_NM=%EA%B4%91%EC%9A%B0&page=1&start=0&limit=25 HTTP/1.1" 200 86
110.46.98.8 - - [03/Oct/2020:19:36:33 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601721750782&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-07-01T00%3A00%3A00&V_DN_DT_TO=2020-10-03T00%3A00%3A00&V_S_BP_NM=(%EC%A3%BC)%EA%B4%91%EC%9A%B0&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 43
110.46.98.8 - - [03/Oct/2020:19:36:40 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/view/MyWindow1.js?_dc=1601721758435 HTTP/1.1" 200 9559
110.46.98.8 - - [03/Oct/2020:19:36:40 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/view/MyWindowViewModel1.js?_dc=1601721758468 HTTP/1.1" 200 678
110.46.98.8 - - [03/Oct/2020:19:36:51 +0900] "GET /HSPF01/common/popup/sql/sbp_pop_select.jsp?_dc=1601721769433&V_TYPE=S&V_COMP_ID=HSN&V_USR_ID=BDB&W_S_BP_CD=&W_S_BP_NM=%EA%B4%91%EC%9A%B0&page=1&start=0&limit=25 HTTP/1.1" 200 86
110.46.98.8 - - [03/Oct/2020:19:37:12 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601721789069&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-07-01T00%3A00%3A00&V_DN_DT_TO=2020-10-03T00%3A00%3A00&V_S_BP_NM=%EA%B5%AD%EB%8F%84&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 43
110.46.98.8 - - [03/Oct/2020:19:37:21 +0900] "GET /HSPF01/common/popup/sql/sbp_pop_select.jsp?_dc=1601721798911&V_TYPE=S&V_COMP_ID=HSN&V_USR_ID=BDB&W_S_BP_CD=&W_S_BP_NM=%EA%B5%AD%EB%8F%84&page=1&start=0&limit=25 HTTP/1.1" 200 95
110.46.98.8 - - [03/Oct/2020:19:37:21 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601721798887&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-07-01T00%3A00%3A00&V_DN_DT_TO=2020-10-03T00%3A00%3A00&V_S_BP_NM=%EA%B5%AD%EB%8F%84&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 43
110.46.98.8 - - [03/Oct/2020:19:37:24 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601721801589&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-07-01T00%3A00%3A00&V_DN_DT_TO=2020-10-03T00%3A00%3A00&V_S_BP_NM=%EA%B5%AD%EB%8F%84%ED%99%94%EC%9D%B8%EC%BC%90(%EC%A3%BC)&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 43
110.46.98.8 - - [03/Oct/2020:19:37:36 +0900] "GET /HSPF01/common/popup/sql/sbp_pop_select.jsp?_dc=1601721813647&V_TYPE=S&V_COMP_ID=HSN&V_USR_ID=BDB&W_S_BP_CD=&W_S_BP_NM=%EB%8B%A4%EC%9D%B8%EC%86%8C%EC%9E%AC&page=1&start=0&limit=25 HTTP/1.1" 200 87
110.46.98.8 - - [03/Oct/2020:19:37:36 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601721813634&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-07-01T00%3A00%3A00&V_DN_DT_TO=2020-10-03T00%3A00%3A00&V_S_BP_NM=%EA%B5%AD%EB%8F%84%ED%99%94%EC%9D%B8%EC%BC%90(%EC%A3%BC)&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 43
110.46.98.8 - - [03/Oct/2020:19:37:40 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601721817405&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-07-01T00%3A00%3A00&V_DN_DT_TO=2020-10-03T00%3A00%3A00&V_S_BP_NM=%EB%8B%A4%EC%9D%B8%EC%86%8C%EC%9E%AC&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 1688
110.46.98.8 - - [03/Oct/2020:19:38:19 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1601721857166&query=&V_MAST_CD=SC07&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 407
110.46.98.8 - - [03/Oct/2020:19:42:35 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1601722113043&query=&V_MAST_CD=MA03&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 3915
110.46.98.8 - - [03/Oct/2020:19:43:39 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601722176450&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-09-01T00%3A00%3A00&V_DN_DT_TO=2020-09-29T00%3A00%3A00&V_S_BP_NM=%EC%9D%B8%EC%95%A4%EC%9D%B8&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 43
110.46.98.8 - - [03/Oct/2020:19:43:47 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1601722185082&query=&V_MAST_CD=SC09&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 180
110.46.98.8 - - [03/Oct/2020:19:44:16 +0900] "POST /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp HTTP/1.1" 200 25
110.46.98.8 - - [03/Oct/2020:19:44:16 +0900] "POST /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601722214480 HTTP/1.1" 200 17
