89.40.73.228 - - [13/Sep/2020:00:06:28 +0900] "-" 400 -
121.145.185.76 - - [13/Sep/2020:13:02:17 +0900] "GET /HSPF01/common/popup/app//store/WinBillEmpPopStore.js?_dc=1599970076179 HTTP/1.1" 200 1757
121.145.185.76 - - [13/Sep/2020:13:02:17 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/controller/TbButtonController.js?_dc=1599970076179 HTTP/1.1" 200 11149
121.145.185.76 - - [13/Sep/2020:13:02:17 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/controller/MyGridController1.js?_dc=1599970076179 HTTP/1.1" 200 8617
121.145.185.76 - - [13/Sep/2020:13:02:17 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/controller/MyGridController.js?_dc=1599970076179 HTTP/1.1" 200 10844
121.145.185.76 - - [13/Sep/2020:13:02:17 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/controller/PopController.js?_dc=1599970076179 HTTP/1.1" 200 4814
121.145.185.76 - - [13/Sep/2020:13:02:17 +0900] "GET /HSPF01/common/popup/app//controller/WinSBpPopController.js?_dc=1599970076179 HTTP/1.1" 200 9071
121.145.185.76 - - [13/Sep/2020:13:02:17 +0900] "GET /HSPF01/common/popup/app//controller/WinMBpPopController.js?_dc=1599970076179 HTTP/1.1" 200 7338
121.145.185.76 - - [13/Sep/2020:13:02:17 +0900] "GET /HSPF01/common/popup/app//controller/WinBpPopController.js?_dc=1599970076179 HTTP/1.1" 200 5231
121.145.185.76 - - [13/Sep/2020:13:02:17 +0900] "GET /HSPF01/common/popup/app//controller/WinBillPopController.js?_dc=1599970076179 HTTP/1.1" 200 34558
121.145.185.76 - - [13/Sep/2020:13:02:17 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/view/MyViewportViewController.js?_dc=1599970076422 HTTP/1.1" 200 1022
121.145.185.76 - - [13/Sep/2020:13:02:17 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/view/MyViewportViewModel.js?_dc=1599970076422 HTTP/1.1" 200 681
121.145.185.76 - - [13/Sep/2020:13:02:17 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1599970076467&V_MAST_CD=SC09&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 180
121.145.185.76 - - [13/Sep/2020:13:02:17 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1599970076463&V_MAST_CD=SC02&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 268
121.145.185.76 - - [13/Sep/2020:13:02:17 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1599970076469&V_MAST_CD=SC07&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 407
121.145.185.76 - - [13/Sep/2020:13:02:17 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1599970076483&V_MAST_CD=MA16&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 139
121.145.185.76 - - [13/Sep/2020:13:02:17 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1599970076486&V_MAST_CD=BA04&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 202
121.145.185.76 - - [13/Sep/2020:13:02:17 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1599970076487&V_MAST_CD=MA03&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 3915
121.145.185.76 - - [13/Sep/2020:13:02:17 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1599970076490&V_MAST_CD=MA04&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 884
121.145.185.76 - - [13/Sep/2020:13:02:17 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1599970076492&V_MAST_CD=VAT_RATE&page=1&start=0&limit=25 HTTP/1.1" 200 1181
121.145.185.76 - - [13/Sep/2020:13:02:17 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/view/TbButtonViewModel.js?_dc=1599970076423 HTTP/1.1" 200 675
121.145.185.76 - - [13/Sep/2020:13:02:17 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1599970076493&V_MAST_CD=MA02&page=1&start=0&limit=25 HTTP/1.1" 200 302
121.145.185.76 - - [13/Sep/2020:13:02:17 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/view/MyGridViewModel.js?_dc=1599970076428 HTTP/1.1" 200 669
121.145.185.76 - - [13/Sep/2020:13:02:17 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/view/MyGrid1ViewModel.js?_dc=1599970076431 HTTP/1.1" 200 678
121.145.185.76 - - [13/Sep/2020:13:02:17 +0900] "GET /HSPF01/common/popup/app//model/MyModel.js?_dc=1599970076437 HTTP/1.1" 200 1398
121.145.185.76 - - [13/Sep/2020:13:02:17 +0900] "GET /HSPF01/common/popup/app//view/WinSBpPop.js?_dc=1599970076450 HTTP/1.1" 200 5587
121.145.185.76 - - [13/Sep/2020:13:02:17 +0900] "GET /HSPF01/common/popup/app//view/WinMBpPop.js?_dc=1599970076452 HTTP/1.1" 200 5211
121.145.185.76 - - [13/Sep/2020:13:02:17 +0900] "GET /HSPF01/common/popup/app//view/WinBpPop.js?_dc=1599970076453 HTTP/1.1" 200 5267
121.145.185.76 - - [13/Sep/2020:13:02:17 +0900] "GET /HSPF01/common/popup/app//view/WinBillPop.js?_dc=1599970076456 HTTP/1.1" 200 93213
121.145.185.76 - - [13/Sep/2020:13:02:18 +0900] "GET /HSPF01/common/popup/app//view/WinSBpGrid.js?_dc=1599970076633 HTTP/1.1" 200 1800
121.145.185.76 - - [13/Sep/2020:13:02:18 +0900] "GET /HSPF01/common/popup/app//view/WinSBpPopViewModel.js?_dc=1599970076633 HTTP/1.1" 200 667
121.145.185.76 - - [13/Sep/2020:13:02:18 +0900] "GET /HSPF01/common/popup/app//view/WinMBpGrid.js?_dc=1599970076658 HTTP/1.1" 200 1802
121.145.185.76 - - [13/Sep/2020:13:02:18 +0900] "GET /HSPF01/common/popup/app//view/WinMBpPopViewModel.js?_dc=1599970076658 HTTP/1.1" 200 669
121.145.185.76 - - [13/Sep/2020:13:02:18 +0900] "GET /HSPF01/common/popup/app//view/WinBpPopViewModel.js?_dc=1599970076681 HTTP/1.1" 200 667
121.145.185.76 - - [13/Sep/2020:13:02:18 +0900] "GET /HSPF01/common/popup/app//view/WinBpGrid.js?_dc=1599970076681 HTTP/1.1" 200 1727
121.145.185.76 - - [13/Sep/2020:13:02:18 +0900] "GET /HSPF01/common/popup/app//view/WinBillPopViewModel.js?_dc=1599970076763 HTTP/1.1" 200 671
121.145.185.76 - - [13/Sep/2020:13:02:35 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1599970090856&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=SALLY&V_DN_DT_FR=2020-08-01T00%3A00%3A00&V_DN_DT_TO=2020-08-31T00%3A00%3A00&V_S_BP_NM=&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 43
121.145.185.76 - - [13/Sep/2020:13:02:38 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/view/MyWindow1.js?_dc=1599970097319 HTTP/1.1" 200 9559
121.145.185.76 - - [13/Sep/2020:13:02:38 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/app/view/MyWindowViewModel1.js?_dc=1599970097527 HTTP/1.1" 200 678
121.145.185.76 - - [13/Sep/2020:13:02:49 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1599970107296&V_TYPE=PS&V_COMP_ID=HSN&V_USR_ID=SALLY&W_DN_DT_FR=2020-07-01T00%3A00%3A00&W_DN_DT_TO=2020-09-13T00%3A00%3A00&W_S_BP_NM=%EC%89%AC%EC%BC%90&page=1&start=0&limit=25 HTTP/1.1" 200 43
121.145.185.76 - - [13/Sep/2020:13:02:54 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1599970113000&V_TYPE=PS&V_COMP_ID=HSN&V_USR_ID=SALLY&W_DN_DT_FR=2020-07-01T00%3A00%3A00&W_DN_DT_TO=2020-09-13T00%3A00%3A00&W_S_BP_NM=%EC%89%AC%EC%BC%90&page=1&start=0&limit=25 HTTP/1.1" 200 43
121.145.185.76 - - [13/Sep/2020:13:02:59 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1599970118474&V_TYPE=PS&V_COMP_ID=HSN&V_USR_ID=SALLY&W_DN_DT_FR=2020-07-01T00%3A00%3A00&W_DN_DT_TO=2020-09-13T00%3A00%3A00&W_S_BP_NM=%ED%99%94%EC%8A%B9%EC%86%8C%EC%9E%AC&page=1&start=0&limit=25 HTTP/1.1" 200 6787
121.145.185.76 - - [13/Sep/2020:13:03:11 +0900] "POST /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp HTTP/1.1" 200 505
121.145.185.76 - - [13/Sep/2020:13:03:11 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1599970130066&V_TYPE=SD&V_COMP_ID=HSN&V_USR_ID=SALLY&V_BILL_NO=BN2020083100166&page=1&start=0&limit=25 HTTP/1.1" 200 213919
121.145.185.76 - - [13/Sep/2020:13:03:34 +0900] "GET /HSPF01/common/frame/sql/MenuList.jsp?_dc=1599970153038&node=10 HTTP/1.1" 200 379
121.145.185.76 - - [13/Sep/2020:13:03:36 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/M_IV_TOT_HSPF.jsp HTTP/1.1" 200 1423
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/app/model/MyModel.js?_dc=1599970156122 HTTP/1.1" 200 1077
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/app/view/TbButton.js?_dc=1599970156122 HTTP/1.1" 200 1936
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/app/view/MyForm.js?_dc=1599970156122 HTTP/1.1" 200 6308
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/app/view/MyViewport.js?_dc=1599970156122 HTTP/1.1" 200 37223
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/app/view/MyGrid1.js?_dc=1599970156122 HTTP/1.1" 200 18955
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/app/view/MyGrid.js?_dc=1599970156122 HTTP/1.1" 200 14212
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/app/view/WinAddRow.js?_dc=1599970156122 HTTP/1.1" 200 1852
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/app/store/MyStore.js?_dc=1599970156122 HTTP/1.1" 200 1671
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/app/store/MyStore1.js?_dc=1599970156122 HTTP/1.1" 200 1674
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/app/store/PopStore.js?_dc=1599970156122 HTTP/1.1" 200 1674
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/common/popup/app//store/WinMBpPopStore.js?_dc=1599970156122 HTTP/1.1" 200 1527
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/common/popup/app//store/WinBpPopStore.js?_dc=1599970156122 HTTP/1.1" 200 1524
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/common/popup/app//store/WinItemPopStore.js?_dc=1599970156122 HTTP/1.1" 200 1530
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/app/controller/TbButtonController.js?_dc=1599970156122 HTTP/1.1" 200 10964
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/app/controller/MyGridController1.js?_dc=1599970156122 HTTP/1.1" 200 17006
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/app/controller/MyGridController.js?_dc=1599970156122 HTTP/1.1" 200 650
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/app/controller/PopController.js?_dc=1599970156122 HTTP/1.1" 200 4443
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/app/controller/WinAddRowController.js?_dc=1599970156122 HTTP/1.1" 200 1273
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/common/popup/app//controller/WinMBpPopController.js?_dc=1599970156122 HTTP/1.1" 200 7338
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/common/popup/app//controller/WinBpPopController.js?_dc=1599970156122 HTTP/1.1" 200 5231
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/common/popup/app//controller/WinItemPopController.js?_dc=1599970156122 HTTP/1.1" 200 6108
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/app/view/MyViewportViewController.js?_dc=1599970156288 HTTP/1.1" 200 1020
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/app/view/MyViewportViewModel.js?_dc=1599970156288 HTTP/1.1" 200 679
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1599970156336&V_MAST_CD=BA04&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 202
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1599970156339&V_MAST_CD=MA16&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 139
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1599970156331&V_MAST_CD=MA02&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 269
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1599970156342&V_MAST_CD=MA03&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 3915
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1599970156347&V_MAST_CD=MA04&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 884
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1599970156350&V_MAST_CD=VAT_RATE&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 1181
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/app/view/TbButtonViewModel.js?_dc=1599970156289 HTTP/1.1" 200 673
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/app/view/MyGridViewModel.js?_dc=1599970156299 HTTP/1.1" 200 667
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/app/view/MyGrid1ViewModel.js?_dc=1599970156302 HTTP/1.1" 200 676
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/app/view/WinAddRowViewModel.js?_dc=1599970156303 HTTP/1.1" 200 676
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/common/popup/app//model/MyModel.js?_dc=1599970156309 HTTP/1.1" 200 1398
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/common/popup/app//view/WinMBpPop.js?_dc=1599970156321 HTTP/1.1" 200 5211
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/common/popup/app//view/WinBpPop.js?_dc=1599970156323 HTTP/1.1" 200 5267
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/common/popup/app//view/WinItemPop.js?_dc=1599970156325 HTTP/1.1" 200 7273
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/common/popup/app//view/WinMBpGrid.js?_dc=1599970156502 HTTP/1.1" 200 1802
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/common/popup/app//view/WinMBpPopViewModel.js?_dc=1599970156502 HTTP/1.1" 200 669
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/common/popup/app//view/WinBpPopViewModel.js?_dc=1599970156526 HTTP/1.1" 200 667
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/common/popup/app//view/WinBpGrid.js?_dc=1599970156526 HTTP/1.1" 200 1727
121.145.185.76 - - [13/Sep/2020:13:03:37 +0900] "GET /HSPF01/common/popup/app//view/WinItemPopViewModel.js?_dc=1599970156554 HTTP/1.1" 200 671
121.145.185.76 - - [13/Sep/2020:13:03:43 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/app/view/MyWindow1.js?_dc=1599970162448 HTTP/1.1" 200 7533
121.145.185.76 - - [13/Sep/2020:13:03:43 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/app/view/MyWindowViewModel1.js?_dc=1599970162509 HTTP/1.1" 200 676
121.145.185.76 - - [13/Sep/2020:13:03:55 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/sql/M_IV_TOT_HSPF.jsp?_dc=1599970173973&V_TYPE=PS&V_COMP_ID=HSN&V_USR_ID=SALLY&W_IV_DT_FR=2020-08-01T00%3A00%3A00&W_IV_DT_TO=2020-08-31T00%3A00%3A00&W_M_BP_NM=%EC%89%AC%EC%BC%90&page=1&start=0&limit=25 HTTP/1.1" 200 424
121.145.185.76 - - [13/Sep/2020:13:04:02 +0900] "POST /HSPF01/TOT/iv/m_iv_tot_hspf/sql/M_IV_TOT_HSPF.jsp HTTP/1.1" 200 477
121.145.185.76 - - [13/Sep/2020:13:04:02 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/sql/M_IV_TOT_HSPF.jsp?_dc=1599970181186&V_TYPE=SD&V_COMP_ID=HSN&V_USR_ID=SALLY&V_IV_NO=IV2020083100138&page=1&start=0&limit=25 HTTP/1.1" 200 394
121.145.185.76 - - [13/Sep/2020:13:04:24 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/sql/M_IV_TOT_HSPF.jsp?_dc=1599970202723&V_TYPE=PS&V_COMP_ID=HSN&V_USR_ID=SALLY&W_IV_DT_FR=2020-01-01T00%3A00%3A00&W_IV_DT_TO=2020-09-13T00%3A00%3A00&W_M_BP_NM=%EC%89%AC%EC%BC%90&page=1&start=0&limit=25 HTTP/1.1" 200 1747
121.145.185.76 - - [13/Sep/2020:13:04:26 +0900] "POST /HSPF01/TOT/iv/m_iv_tot_hspf/sql/M_IV_TOT_HSPF.jsp HTTP/1.1" 200 477
121.145.185.76 - - [13/Sep/2020:13:04:26 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/sql/M_IV_TOT_HSPF.jsp?_dc=1599970205723&V_TYPE=SD&V_COMP_ID=HSN&V_USR_ID=SALLY&V_IV_NO=IV2020083100137&page=1&start=0&limit=25 HTTP/1.1" 200 406
121.145.185.76 - - [13/Sep/2020:13:09:32 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/sql/M_IV_TOT_HSPF.jsp?_dc=1599970511252&V_TYPE=PS&V_COMP_ID=HSN&V_USR_ID=SALLY&W_IV_DT_FR=2020-01-01T00%3A00%3A00&W_IV_DT_TO=2020-09-13T00%3A00%3A00&W_M_BP_NM=%EC%95%84%EB%A0%88%EC%9D%B4%EB%AA%AC%EB%93%9C&page=1&start=0&limit=25 HTTP/1.1" 200 3551
121.145.185.76 - - [13/Sep/2020:13:09:36 +0900] "POST /HSPF01/TOT/iv/m_iv_tot_hspf/sql/M_IV_TOT_HSPF.jsp HTTP/1.1" 200 507
121.145.185.76 - - [13/Sep/2020:13:09:36 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/sql/M_IV_TOT_HSPF.jsp?_dc=1599970515572&V_TYPE=SD&V_COMP_ID=HSN&V_USR_ID=SALLY&V_IV_NO=IV2020083100142&page=1&start=0&limit=25 HTTP/1.1" 200 2915
121.145.185.76 - - [13/Sep/2020:13:09:56 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/sql/M_IV_TOT_HSPF.jsp?_dc=1599970535362&V_TYPE=PS&V_COMP_ID=HSN&V_USR_ID=SALLY&W_IV_DT_FR=2020-01-01T00%3A00%3A00&W_IV_DT_TO=2020-09-13T00%3A00%3A00&W_M_BP_NM=%EA%B8%88%ED%98%B8%EC%84%9D%EC%9C%A0&page=1&start=0&limit=25 HTTP/1.1" 200 39645
121.145.185.76 - - [13/Sep/2020:13:09:59 +0900] "POST /HSPF01/TOT/iv/m_iv_tot_hspf/sql/M_IV_TOT_HSPF.jsp HTTP/1.1" 200 504
121.145.185.76 - - [13/Sep/2020:13:09:59 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/sql/M_IV_TOT_HSPF.jsp?_dc=1599970538226&V_TYPE=SD&V_COMP_ID=HSN&V_USR_ID=SALLY&V_IV_NO=IV2020083100123&page=1&start=0&limit=25 HTTP/1.1" 200 23528
121.145.185.76 - - [13/Sep/2020:13:10:14 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/sql/M_IV_TOT_HSPF.jsp?_dc=1599970553366&V_TYPE=PS&V_COMP_ID=HSN&V_USR_ID=SALLY&W_IV_DT_FR=2020-01-01T00%3A00%3A00&W_IV_DT_TO=2020-09-13T00%3A00%3A00&W_M_BP_NM=%EA%B8%88%ED%98%B8%EC%84%9D%EC%9C%A0&page=1&start=0&limit=25 HTTP/1.1" 200 39645
121.145.185.76 - - [13/Sep/2020:13:10:16 +0900] "POST /HSPF01/TOT/iv/m_iv_tot_hspf/sql/M_IV_TOT_HSPF.jsp HTTP/1.1" 200 527
121.145.185.76 - - [13/Sep/2020:13:10:16 +0900] "GET /HSPF01/TOT/iv/m_iv_tot_hspf/sql/M_IV_TOT_HSPF.jsp?_dc=1599970555679&V_TYPE=SD&V_COMP_ID=HSN&V_USR_ID=SALLY&V_IV_NO=IV2020082700004&page=1&start=0&limit=25 HTTP/1.1" 200 3201
78.108.177.50 - - [13/Sep/2020:15:58:44 +0900] "GET / HTTP/1.0" 200 776
198.98.49.25 - - [13/Sep/2020:17:44:57 +0900] "-" 400 -
198.98.49.25 - - [13/Sep/2020:17:44:57 +0900] "-" 400 -
93.131.184.53 - - [13/Sep/2020:17:48:09 +0900] "GET /phpmyadmin/index.php?lang=en HTTP/1.1" 404 1034
207.46.13.63 - - [13/Sep/2020:19:32:19 +0900] "GET / HTTP/1.1" 200 776
80.82.70.187 - - [13/Sep/2020:20:23:59 +0900] "GET /cache/global/img/gs.gif HTTP/1.1" 404 1040
46.174.191.28 - - [13/Sep/2020:20:58:46 +0900] "GET / HTTP/1.0" 200 776
121.145.185.76 - - [13/Sep/2020:21:09:44 +0900] "GET /HSPF01/common/frame/app/view/MainView.js?_dc=1599999323552 HTTP/1.1" 200 16642
121.145.185.76 - - [13/Sep/2020:21:09:44 +0900] "GET /HSPF01/common/frame/app/view/MyWindow1.js?_dc=1599999323552 HTTP/1.1" 200 9903
121.145.185.76 - - [13/Sep/2020:21:09:44 +0900] "GET /HSPF01/common/frame/app/store/GbStore.js?_dc=1599999323552 HTTP/1.1" 200 668
121.145.185.76 - - [13/Sep/2020:21:09:44 +0900] "GET /HSPF01/common/frame/app/controller/Navigation.js?_dc=1599999323552 HTTP/1.1" 200 13754
121.145.185.76 - - [13/Sep/2020:21:09:45 +0900] "GET /HSPF01/common/frame/app/view/MainViewViewModel.js?_dc=1599999325151 HTTP/1.1" 200 646
121.145.185.76 - - [13/Sep/2020:21:09:45 +0900] "GET /HSPF01/common/frame/app/view/MyWindowViewModel1.js?_dc=1599999325254 HTTP/1.1" 200 668
121.145.185.76 - - [13/Sep/2020:21:09:45 +0900] "GET /HSPF01/common/frame/app/model/GbModel.js?_dc=1599999325264 HTTP/1.1" 200 468
121.145.185.76 - - [13/Sep/2020:21:09:46 +0900] "GET /HSPF01/common/frame/sql/MenuList.jsp?_dc=1599999326525&node=0 HTTP/1.1" 200 277
121.145.185.76 - - [13/Sep/2020:21:09:48 +0900] "GET /HSPF01/common/frame/sql/Global.jsp?_dc=1599999328104&page=1&start=0&limit=25 HTTP/1.1" 302 -
121.145.185.76 - - [13/Sep/2020:21:09:48 +0900] "GET /HSPF01/index.jsp HTTP/1.1" 404 1026
121.145.185.76 - - [13/Sep/2020:21:10:03 +0900] "GET / HTTP/1.1" 200 732
121.145.185.76 - - [13/Sep/2020:21:10:03 +0900] "GET /HSPF01/common/login/login.jsp HTTP/1.1" 200 2083
121.145.185.76 - - [13/Sep/2020:21:10:05 +0900] "GET /HSPF01/common/login/app/model/LoginModel.js?_dc=1599999345794 HTTP/1.1" 200 1103
121.145.185.76 - - [13/Sep/2020:21:10:05 +0900] "GET /HSPF01/common/login/app/view/MyViewport.js?_dc=1599999345794 HTTP/1.1" 200 18506
121.145.185.76 - - [13/Sep/2020:21:10:05 +0900] "GET /HSPF01/common/login/app/store/LoginStore.js?_dc=1599999345794 HTTP/1.1" 200 1212
121.145.185.76 - - [13/Sep/2020:21:10:05 +0900] "GET /HSPF01/common/login/app/controller/LoginCtrl.js?_dc=1599999345794 HTTP/1.1" 200 3575
121.145.185.76 - - [13/Sep/2020:21:10:05 +0900] "GET /HSPF01/common/login/app/view/MyViewportViewModel.js?_dc=1599999345967 HTTP/1.1" 200 671
121.145.185.76 - - [13/Sep/2020:21:10:08 +0900] "GET / HTTP/1.1" 200 776
121.145.185.76 - - [13/Sep/2020:21:10:09 +0900] "GET /HSPF01/common/login/login.jsp HTTP/1.1" 200 2083
121.145.185.76 - - [13/Sep/2020:21:10:10 +0900] "GET /ext6.5/build/ext-all.js HTTP/1.1" 304 -
121.145.185.76 - - [13/Sep/2020:21:10:10 +0900] "GET /ext6.5/build/classic/theme-triton/theme-triton.js HTTP/1.1" 304 -
121.145.185.76 - - [13/Sep/2020:21:10:10 +0900] "GET /ext6.5/build/packages/ux/classic/ux.js HTTP/1.1" 304 -
121.145.185.76 - - [13/Sep/2020:21:10:10 +0900] "GET /ext6.5/build/classic/theme-triton/resources/theme-triton-all.css HTTP/1.1" 304 -
121.145.185.76 - - [13/Sep/2020:21:10:10 +0900] "GET /ext6.5/build/classic/locale/locale-ko.js HTTP/1.1" 304 -
121.145.185.76 - - [13/Sep/2020:21:10:10 +0900] "GET /ext6.5/jsbn.js HTTP/1.1" 304 -
