46.174.191.32 - - [09/Jan/2021:00:15:20 +0900] "GET / HTTP/1.0" 200 776
59.19.128.23 - - [09/Jan/2021:09:42:27 +0900] "POST /HSPF01/sales/dn/s_dn_to_srm_hspf/sql/s_dn_to_srm_hspf.jsp HTTP/1.1" 200 153
123.140.250.254 - - [09/Jan/2021:09:42:28 +0900] "GET /HSPF01/TOT/gr/m_gr_to_dn_tot_hspf/sql/M_GR_TO_DN_TOT_HSPF.jsp?_dc=1610153390418&V_TYPE=SD&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_MVMT_NO=(%27PG2020111800085%27)&page=1&start=0&limit=25 HTTP/1.1" 200 5253
59.19.128.23 - - [09/Jan/2021:09:42:31 +0900] "GET /HSPF01/common/popup/sql/bp_pop_select.jsp?_dc=1610153396699&V_TYPE=BP&V_COMP_ID=HSN&V_USR_ID=BJG&W_BP_CD=02&W_BP_NM=&page=1&start=0&limit=25 HTTP/1.1" 200 63161
59.19.128.23 - - [09/Jan/2021:09:42:33 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1610153399217&query=&V_MAST_CD=SL&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 1170
123.140.250.254 - - [09/Jan/2021:09:42:35 +0900] "GET /HSPF01/TOT/gr/m_gr_to_dn_tot_hspf/sql/M_GR_TO_DN_TOT_HSPF.jsp?_dc=1610153397441&V_TYPE=SD&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_MVMT_NO=(%27PG2020111800085%27%2C%27PG2020121400161%27)&page=1&start=0&limit=25 HTTP/1.1" 200 5642
59.19.128.23 - - [09/Jan/2021:09:42:36 +0900] "GET /HSPF01/sales/dn/s_dn_bc_hspf/sql/s_dn_bc_hspf.jsp?_dc=1610153400834&V_TYPE=S&V_COMP_ID=HSN&V_USR_ID=BJG&V_S_BP_CD=00002&V_S_BP_NM=(%EC%A3%BC)%ED%99%94%EC%8A%B9%EC%86%8C%EC%9E%AC&V_DN_DT_FROM=2021-01-09T00%3A00%3A00&V_DN_DT_TO=2021-01-09T00%3A00%3A00&V_TO_SL_CD=T&V_DD_NO=&V_ITEM_CD=&V_ITEM_NM=&V_BC_NO=MNM00214211050002000&page=1&start=0&limit=25 HTTP/1.1" 200 1167
123.140.250.254 - - [09/Jan/2021:09:42:38 +0900] "GET /HSPF01/TOT/gr/m_gr_to_dn_tot_hspf/sql/M_GR_TO_DN_TOT_HSPF.jsp?_dc=1610153400136&V_TYPE=SD&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_MVMT_NO=(%27PG2020121400161%27)&page=1&start=0&limit=25 HTTP/1.1" 200 432
59.19.128.23 - - [09/Jan/2021:09:42:43 +0900] "POST /HSPF01/sales/dn/s_dn_bc_hspf/sql/s_dn_bc_hspf.jsp?_dc=1610153404048 HTTP/1.1" 200 52
59.19.128.23 - - [09/Jan/2021:09:42:44 +0900] "GET /HSPF01/sales/dn/s_dn_bc_hspf/sql/s_dn_bc_hspf.jsp?_dc=1610153409080&V_TYPE=S&V_COMP_ID=HSN&V_USR_ID=BJG&V_S_BP_CD=00002&V_S_BP_NM=(%EC%A3%BC)%ED%99%94%EC%8A%B9%EC%86%8C%EC%9E%AC&V_DN_DT_FROM=2021-01-09T00%3A00%3A00&V_DN_DT_TO=2021-01-09T00%3A00%3A00&V_TO_SL_CD=T&V_DD_NO=&V_ITEM_CD=&V_ITEM_NM=&V_BC_NO=MNM00214211050002000&page=1&start=0&limit=25 HTTP/1.1" 200 43
59.19.128.23 - - [09/Jan/2021:09:42:48 +0900] "GET /HSPF01/sales/dn/s_dn_bc_hspf/sql/s_dn_bc_hspf.jsp?_dc=1610153412178&V_TYPE=S&V_COMP_ID=HSN&V_USR_ID=BJG&V_S_BP_CD=00002&V_S_BP_NM=(%EC%A3%BC)%ED%99%94%EC%8A%B9%EC%86%8C%EC%9E%AC&V_DN_DT_FROM=2021-01-09T00%3A00%3A00&V_DN_DT_TO=2021-01-09T00%3A00%3A00&V_TO_SL_CD=T&V_DD_NO=&V_ITEM_CD=&V_ITEM_NM=&V_BC_NO=MNM05901211060009000&page=1&start=0&limit=25 HTTP/1.1" 200 3928
123.140.250.254 - - [09/Jan/2021:09:42:55 +0900] "GET /HSPF01/TOT/gr/m_gr_to_dn_tot_hspf/sql/M_GR_TO_DN_TOT_HSPF.jsp?_dc=1610153417366&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_MVMT_DT_FR=2020-01-01T00%3A00%3A00&V_MVMT_DT_TO=2021-01-09T00%3A00%3A00&V_LC_DOC_NO=&V_BL_DOC_NO=&V_DN_DT=2021-01-09T00%3A00%3A00&V_S_BP_NM=&V_M_BP_NM=&V_ITEM_CD=BR3973-0002&V_ITEM_NM=&page=1&start=0&limit=25 HTTP/1.1" 200 6215
123.140.250.254 - - [09/Jan/2021:09:42:57 +0900] "GET /HSPF01/TOT/gr/m_gr_to_dn_tot_hspf/sql/M_GR_TO_DN_TOT_HSPF.jsp?_dc=1610153419091&V_TYPE=SD&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_MVMT_NO=(%27PG2020111800085%27)&page=1&start=0&limit=25 HTTP/1.1" 200 5253
59.19.128.23 - - [09/Jan/2021:09:43:02 +0900] "POST /HSPF01/sales/dn/s_dn_bc_hspf/sql/s_dn_bc_hspf.jsp?_dc=1610153414928 HTTP/1.1" 200 52
123.140.250.254 - - [09/Jan/2021:09:43:03 +0900] "GET /HSPF01/TOT/gr/m_gr_to_dn_tot_hspf/sql/M_GR_TO_DN_TOT_HSPF.jsp?_dc=1610153425716&V_TYPE=SD&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_MVMT_NO=(%27PG2020111800085%27%2C%27PG2020121400161%27)&page=1&start=0&limit=25 HTTP/1.1" 200 5642
59.19.128.23 - - [09/Jan/2021:09:43:04 +0900] "GET /HSPF01/sales/dn/s_dn_bc_hspf/sql/s_dn_bc_hspf.jsp?_dc=1610153428384&V_TYPE=S&V_COMP_ID=HSN&V_USR_ID=BJG&V_S_BP_CD=00002&V_S_BP_NM=(%EC%A3%BC)%ED%99%94%EC%8A%B9%EC%86%8C%EC%9E%AC&V_DN_DT_FROM=2021-01-09T00%3A00%3A00&V_DN_DT_TO=2021-01-09T00%3A00%3A00&V_TO_SL_CD=T&V_DD_NO=&V_ITEM_CD=&V_ITEM_NM=&V_BC_NO=MNM05901211060009000&page=1&start=0&limit=25 HTTP/1.1" 200 43
123.140.250.254 - - [09/Jan/2021:09:43:04 +0900] "GET /HSPF01/TOT/gr/m_gr_to_dn_tot_hspf/sql/M_GR_TO_DN_TOT_HSPF.jsp?_dc=1610153426388&V_TYPE=SD&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_MVMT_NO=(%27PG2020121400161%27)&page=1&start=0&limit=25 HTTP/1.1" 200 432
123.140.250.254 - - [09/Jan/2021:09:43:08 +0900] "GET /HSPF01/TOT/gr/m_gr_to_dn_tot_hspf/sql/M_GR_TO_DN_TOT_HSPF.jsp?_dc=1610153430072&V_TYPE=SD&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_MVMT_NO=(%27PG2020121400161%27%2C%27PG2020111800085%27)&page=1&start=0&limit=25 HTTP/1.1" 200 5642
59.19.128.23 - - [09/Jan/2021:09:43:08 +0900] "GET /HSPF01/sales/dn/s_dn_bc_hspf/sql/s_dn_bc_hspf.jsp?_dc=1610153432878&V_TYPE=S&V_COMP_ID=HSN&V_USR_ID=BJG&V_S_BP_CD=00002&V_S_BP_NM=(%EC%A3%BC)%ED%99%94%EC%8A%B9%EC%86%8C%EC%9E%AC&V_DN_DT_FROM=2021-01-09T00%3A00%3A00&V_DN_DT_TO=2021-01-09T00%3A00%3A00&V_TO_SL_CD=T&V_DD_NO=&V_ITEM_CD=&V_ITEM_NM=&V_BC_NO=MNM05901211040002000&page=1&start=0&limit=25 HTTP/1.1" 200 5615
123.140.250.254 - - [09/Jan/2021:09:43:08 +0900] "GET /HSPF01/TOT/gr/m_gr_to_dn_tot_hspf/sql/M_GR_TO_DN_TOT_HSPF.jsp?_dc=1610153430907&V_TYPE=SD&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_MVMT_NO=(%27PG2020111800085%27)&page=1&start=0&limit=25 HTTP/1.1" 200 5253
123.140.250.254 - - [09/Jan/2021:09:43:22 +0900] "GET /HSPF01/TOT/gr/m_gr_to_dn_tot_hspf/sql/M_GR_TO_DN_TOT_HSPF.jsp?_dc=1610153444531&V_TYPE=SD&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_MVMT_NO=(%27PG2020111800085%27%2C%27PG2020121400161%27)&page=1&start=0&limit=25 HTTP/1.1" 200 5642
123.140.250.254 - - [09/Jan/2021:09:43:23 +0900] "GET /HSPF01/TOT/gr/m_gr_to_dn_tot_hspf/sql/M_GR_TO_DN_TOT_HSPF.jsp?_dc=1610153445182&V_TYPE=SD&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_MVMT_NO=(%27PG2020121400161%27)&page=1&start=0&limit=25 HTTP/1.1" 200 432
59.19.128.23 - - [09/Jan/2021:09:43:29 +0900] "POST /HSPF01/sales/dn/s_dn_bc_hspf/sql/s_dn_bc_hspf.jsp?_dc=1610153436404 HTTP/1.1" 200 52
59.19.128.23 - - [09/Jan/2021:09:43:30 +0900] "GET /HSPF01/sales/dn/s_dn_bc_hspf/sql/s_dn_bc_hspf.jsp?_dc=1610153455102&V_TYPE=S&V_COMP_ID=HSN&V_USR_ID=BJG&V_S_BP_CD=00002&V_S_BP_NM=(%EC%A3%BC)%ED%99%94%EC%8A%B9%EC%86%8C%EC%9E%AC&V_DN_DT_FROM=2021-01-09T00%3A00%3A00&V_DN_DT_TO=2021-01-09T00%3A00%3A00&V_TO_SL_CD=T&V_DD_NO=&V_ITEM_CD=&V_ITEM_NM=&V_BC_NO=MNM05901211040002000&page=1&start=0&limit=25 HTTP/1.1" 200 43
59.19.128.23 - - [09/Jan/2021:09:43:34 +0900] "POST /HSPF01/sales/dn/s_dn_to_srm_hspf/sql/s_dn_to_srm_hspf.jsp HTTP/1.1" 200 43
59.19.128.23 - - [09/Jan/2021:09:43:35 +0900] "POST /HSPF01/sales/dn/s_dn_to_srm_hspf/sql/s_dn_to_srm_hspf.jsp HTTP/1.1" 200 29
123.140.250.254 - - [09/Jan/2021:09:43:45 +0900] "GET /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_H.jsp?_dc=1610153467709&V_TYPE=HS&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_BP_CD=00000&V_DLVY_DT_FR=2020-12-01T00%3A00%3A00&V_DLVY_DT_TO=2022-01-09T00%3A00%3A00&V_PO_NO=&V_PO_DT_FR=2010-12-09T00%3A00%3A00&V_PO_DT_TO=2021-01-09T00%3A00%3A00&V_ITEM_CD=&V_ITEM_NM=BULK&V_M_BP_CD=&V_M_BP_NM=&V_ASN_NO_TF=&V_BL_NO=&page=1&start=0&limit=25 HTTP/1.1" 200 18147
123.140.250.254 - - [09/Jan/2021:09:43:51 +0900] "GET /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_H.jsp?_dc=1610153473029&V_TYPE=HS&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_BP_CD=00000&V_DLVY_DT_FR=2020-12-09T00%3A00%3A00&V_DLVY_DT_TO=2020-12-09T00%3A00%3A00&V_PO_NO=&V_PO_DT_FR=2010-12-09T00%3A00%3A00&V_PO_DT_TO=2021-01-09T00%3A00%3A00&V_ITEM_CD=&V_ITEM_NM=BULK&V_M_BP_CD=&V_M_BP_NM=&V_ASN_NO_TF=&V_BL_NO=&page=1&start=0&limit=25 HTTP/1.1" 200 466
123.140.250.254 - - [09/Jan/2021:09:43:56 +0900] "GET /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_H.jsp?_dc=1610153479003&V_TYPE=DS&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_PO_NO=PO2020120800011-1&V_PO_SEQ=1&V_ASN_NO=AT2020120900032&page=1&start=0&limit=25 HTTP/1.1" 200 349
59.19.128.23 - - [09/Jan/2021:09:43:57 +0900] "POST /HSPF01/sales/dn/s_dn_to_srm_hspf/sql/s_dn_to_srm_hspf.jsp?_dc=1610153461051 HTTP/1.1" 200 52
123.140.250.254 - - [09/Jan/2021:09:44:02 +0900] "GET /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_H.jsp?_dc=1610153483876&V_TYPE=HS&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_BP_CD=00000&V_DLVY_DT_FR=2020-12-08T00%3A00%3A00&V_DLVY_DT_TO=2020-12-09T00%3A00%3A00&V_PO_NO=&V_PO_DT_FR=2010-12-09T00%3A00%3A00&V_PO_DT_TO=2021-01-09T00%3A00%3A00&V_ITEM_CD=&V_ITEM_NM=BULK&V_M_BP_CD=&V_M_BP_NM=&V_ASN_NO_TF=&V_BL_NO=&page=1&start=0&limit=25 HTTP/1.1" 200 889
59.19.128.23 - - [09/Jan/2021:09:44:07 +0900] "GET /HSPF01/sales/dn/s_dn_req_chg_hspf/sql/s_dn_req_chg_hspf.jsp?_dc=1610153492160&V_TYPE=S&V_COMP_ID=HSN&V_USR_ID=BJG&V_DD_NO=&V_ITEM_CD=%EC%95%84%EC%97%B0%ED%99%94&V_S_BP_NM=&V_DD_DT_FROM=2020-12-16T00%3A00%3A00&V_DD_DT_TO=2021-01-09T00%3A00%3A00&page=1&start=0&limit=25 HTTP/1.1" 200 6079
59.19.128.23 - - [09/Jan/2021:09:44:13 +0900] "POST /HSPF01/sales/dn/s_dn_to_srm_hspf/sql/s_dn_if_anylink_hspf_190325.jsp HTTP/1.1" 200 109
123.140.250.254 - - [09/Jan/2021:09:44:13 +0900] "GET /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_H.jsp?_dc=1610153495122&V_TYPE=HS&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_BP_CD=00000&V_DLVY_DT_FR=2021-01-09T00%3A00%3A00&V_DLVY_DT_TO=2021-01-09T00%3A00%3A00&V_PO_NO=&V_PO_DT_FR=2010-12-09T00%3A00%3A00&V_PO_DT_TO=2021-01-09T00%3A00%3A00&V_ITEM_CD=&V_ITEM_NM=BULK&V_M_BP_CD=&V_M_BP_NM=&V_ASN_NO_TF=&V_BL_NO=&page=1&start=0&limit=25 HTTP/1.1" 200 398
59.19.128.23 - - [09/Jan/2021:09:44:14 +0900] "GET /HSPF01/sales/dn/s_dn_to_srm_hspf/sql/s_dn_to_srm_hspf.jsp?_dc=1610153498575&V_TYPE=S&V_COMP_ID=HSN&V_USR_ID=BJG&V_DN_NO=&V_DN_DT=2021-01-09T00%3A00%3A00&V_DN_USR=LMD1975&V_S_BP_CD=00002&V_CUST_ORDER_NO=&V_FROM_SL_CD=T&V_TO_SL_CD=T&V_DD_NO=005&V_CHECK=N&page=1&start=0&limit=25 HTTP/1.1" 200 43
123.140.250.254 - - [09/Jan/2021:09:44:15 +0900] "POST /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_H.jsp?_dc=1610153497533 HTTP/1.1" 200 44
123.140.250.254 - - [09/Jan/2021:09:44:15 +0900] "GET /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_H.jsp?_dc=1610153497669&V_TYPE=HS&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_BP_CD=00000&V_DLVY_DT_FR=2021-01-09T00%3A00%3A00&V_DLVY_DT_TO=2021-01-09T00%3A00%3A00&V_PO_NO=&V_PO_DT_FR=2010-12-09T00%3A00%3A00&V_PO_DT_TO=2021-01-09T00%3A00%3A00&V_ITEM_CD=&V_ITEM_NM=BULK&V_M_BP_CD=&V_M_BP_NM=&V_ASN_NO_TF=&V_BL_NO=&page=1&start=0&limit=25 HTTP/1.1" 200 458
59.19.128.23 - - [09/Jan/2021:09:44:15 +0900] "GET /HSPF01/common/popup/sql/item_pop_select.jsp?_dc=1610153501293&V_TYPE=S&V_COMP_ID=HSN&V_USR_ID=BJG&W_ITEM_CD=&W_ITEM_NM=%EC%95%84%EC%97%B0%ED%99%94%ED%8A%B9(99.5%25)&W_M_BP_CD=&W_TYPE=S_RETURN_HSPF&page=1&start=0&limit=25 HTTP/1.1" 200 101
59.19.128.23 - - [09/Jan/2021:09:44:21 +0900] "GET /HSPF01/st/i_barcd_reprint/sql/i_barcd_reprint.jsp?_dc=1610153504319&V_TYPE=S&V_COMP_ID=HSN&V_USR_ID=BJG&V_ITEM_CD=B0125121&V_ITEM_NM=&V_DLV_DT_FR=2020-12-09T00%3A00%3A00&V_DLV_DT_TO=2021-02-09T00%3A00%3A00&V_BC_NO=&V_PO_NO=&V_ASN_NO=&V_LOT_YN=&V_M_BP_CD=&V_BL_NO=&page=1&start=0&limit=25 HTTP/1.1" 200 590
59.19.128.23 - - [09/Jan/2021:09:44:26 +0900] "GET /HSPF01/common/popup/sql/item_pop_select.jsp?_dc=1610153511999&V_TYPE=S&V_COMP_ID=HSN&V_USR_ID=BJG&W_ITEM_CD=&W_ITEM_NM=%EC%95%84%EC%97%B0%ED%99%94&W_M_BP_CD=&W_TYPE=S_RETURN_HSPF&page=1&start=0&limit=25 HTTP/1.1" 200 826
123.140.250.254 - - [09/Jan/2021:09:44:27 +0900] "GET /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_H.jsp?_dc=1610153509948&V_TYPE=DS&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_PO_NO=PO2021010800004-1&V_PO_SEQ=5&V_ASN_NO=AT2021010900001&page=1&start=0&limit=25 HTTP/1.1" 200 349
123.140.250.254 - - [09/Jan/2021:09:44:29 +0900] "GET /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_D.jsp?_dc=1610153511511&V_TYPE=HS&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_ASN_NO=AT2021010900001&page=1&start=0&limit=25 HTTP/1.1" 200 400
123.140.250.254 - - [09/Jan/2021:09:44:29 +0900] "GET /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_D.jsp?_dc=1610153511591&V_TYPE=DS&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_ASN_NO=AT2021010900001&page=1&start=0&limit=25 HTTP/1.1" 200 43
123.140.250.254 - - [09/Jan/2021:09:44:29 +0900] "GET /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_FILE.jsp?_dc=1610153511660&V_TYPE=S&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_ASN_NO=AT2021010900001&page=1&start=0&limit=25 HTTP/1.1" 200 43
123.140.250.254 - - [09/Jan/2021:09:44:30 +0900] "POST /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_D.jsp HTTP/1.1" 200 44
123.140.250.254 - - [09/Jan/2021:09:44:30 +0900] "GET /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_D.jsp?_dc=1610153512561&V_TYPE=HS&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_ASN_NO=AT2021010900001&page=1&start=0&limit=25 HTTP/1.1" 200 396
123.140.250.254 - - [09/Jan/2021:09:44:30 +0900] "GET /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_D.jsp?_dc=1610153512577&V_TYPE=DS&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_ASN_NO=AT2021010900001&page=1&start=0&limit=25 HTTP/1.1" 200 458
123.140.250.254 - - [09/Jan/2021:09:44:30 +0900] "GET /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_FILE.jsp?_dc=1610153512805&V_TYPE=S&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_ASN_NO=AT2021010900001&page=1&start=0&limit=25 HTTP/1.1" 200 43
123.140.250.254 - - [09/Jan/2021:09:44:30 +0900] "GET /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_D.jsp?_dc=1610153512610&V_TYPE=DS&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_ASN_NO=AT2021010900001&page=1&start=0&limit=25 HTTP/1.1" 200 458
123.140.250.254 - - [09/Jan/2021:09:44:30 +0900] "GET /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_FILE.jsp?_dc=1610153512851&V_TYPE=S&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_ASN_NO=AT2021010900001&page=1&start=0&limit=25 HTTP/1.1" 200 43
59.19.128.23 - - [09/Jan/2021:09:44:36 +0900] "GET /HSPF01/st/i_barcd_reprint/sql/i_barcd_reprint.jsp?_dc=1610153518882&V_TYPE=S&V_COMP_ID=HSN&V_USR_ID=BJG&V_ITEM_CD=BR3962-0010&V_ITEM_NM=&V_DLV_DT_FR=2020-12-09T00%3A00%3A00&V_DLV_DT_TO=2021-02-09T00%3A00%3A00&V_BC_NO=&V_PO_NO=&V_ASN_NO=&V_LOT_YN=&V_M_BP_CD=&V_BL_NO=&page=1&start=0&limit=25 HTTP/1.1" 200 17915
123.140.250.254 - - [09/Jan/2021:09:45:04 +0900] "POST /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_D.jsp?_dc=1610153546009 HTTP/1.1" 200 44
123.140.250.254 - - [09/Jan/2021:09:45:04 +0900] "GET /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_H.jsp?_dc=1610153546669&V_TYPE=DS&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_PO_NO=PO2021010800004-1&V_PO_SEQ=5&V_ASN_NO=AT2021010900001&page=1&start=0&limit=25 HTTP/1.1" 200 349
123.140.250.254 - - [09/Jan/2021:09:45:04 +0900] "GET /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_D.jsp?_dc=1610153546680&V_TYPE=HS&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_ASN_NO=AT2021010900001&page=1&start=0&limit=25 HTTP/1.1" 200 396
123.140.250.254 - - [09/Jan/2021:09:45:04 +0900] "GET /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_D.jsp?_dc=1610153546698&V_TYPE=DS&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_ASN_NO=AT2021010900001&page=1&start=0&limit=25 HTTP/1.1" 200 499
123.140.250.254 - - [09/Jan/2021:09:45:04 +0900] "GET /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_FILE.jsp?_dc=1610153546927&V_TYPE=S&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_ASN_NO=AT2021010900001&page=1&start=0&limit=25 HTTP/1.1" 200 43
123.140.250.254 - - [09/Jan/2021:09:45:04 +0900] "GET /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_D.jsp?_dc=1610153546752&V_TYPE=DS&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_ASN_NO=AT2021010900001&page=1&start=0&limit=25 HTTP/1.1" 200 499
123.140.250.254 - - [09/Jan/2021:09:45:04 +0900] "GET /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_FILE.jsp?_dc=1610153546966&V_TYPE=S&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_ASN_NO=AT2021010900001&page=1&start=0&limit=25 HTTP/1.1" 200 43
123.140.250.254 - - [09/Jan/2021:09:45:04 +0900] "GET /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_H.jsp?_dc=1610153546657&V_TYPE=HS&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_BP_CD=00000&V_DLVY_DT_FR=2021-01-09T00%3A00%3A00&V_DLVY_DT_TO=2021-01-09T00%3A00%3A00&V_PO_NO=&V_PO_DT_FR=2010-12-09T00%3A00%3A00&V_PO_DT_TO=2021-01-09T00%3A00%3A00&V_ITEM_CD=&V_ITEM_NM=BULK&V_M_BP_CD=&V_M_BP_NM=&V_ASN_NO_TF=&V_BL_NO=&page=1&start=0&limit=25 HTTP/1.1" 200 458
59.19.128.23 - - [09/Jan/2021:09:45:06 +0900] "GET /HSPF01/common/popup/sql/item_pop_select.jsp?_dc=1610153551640&V_TYPE=S&V_COMP_ID=HSN&V_USR_ID=BJG&W_ITEM_CD=&W_ITEM_NM=%EC%95%84%EC%97%B0%ED%99%94&W_M_BP_CD=&W_TYPE=S_RETURN_HSPF&page=1&start=0&limit=25 HTTP/1.1" 200 826
123.140.250.254 - - [09/Jan/2021:09:45:11 +0900] "POST /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_D.jsp?_dc=1610153553547 HTTP/1.1" 200 44
123.140.250.254 - - [09/Jan/2021:09:45:12 +0900] "GET /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_H.jsp?_dc=1610153554411&V_TYPE=DS&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_PO_NO=PO2021010800004-1&V_PO_SEQ=5&V_ASN_NO=AT2021010900001&page=1&start=0&limit=25 HTTP/1.1" 200 349
123.140.250.254 - - [09/Jan/2021:09:45:12 +0900] "GET /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_D.jsp?_dc=1610153554426&V_TYPE=HS&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_ASN_NO=AT2021010900001&page=1&start=0&limit=25 HTTP/1.1" 200 396
123.140.250.254 - - [09/Jan/2021:09:45:12 +0900] "GET /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_D.jsp?_dc=1610153554443&V_TYPE=DS&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_ASN_NO=AT2021010900001&page=1&start=0&limit=25 HTTP/1.1" 200 499
123.140.250.254 - - [09/Jan/2021:09:45:12 +0900] "GET /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_FILE.jsp?_dc=1610153554677&V_TYPE=S&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_ASN_NO=AT2021010900001&page=1&start=0&limit=25 HTTP/1.1" 200 43
123.140.250.254 - - [09/Jan/2021:09:45:12 +0900] "GET /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_D.jsp?_dc=1610153554492&V_TYPE=DS&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_ASN_NO=AT2021010900001&page=1&start=0&limit=25 HTTP/1.1" 200 499
123.140.250.254 - - [09/Jan/2021:09:45:12 +0900] "GET /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_FILE.jsp?_dc=1610153554713&V_TYPE=S&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_ASN_NO=AT2021010900001&page=1&start=0&limit=25 HTTP/1.1" 200 43
123.140.250.254 - - [09/Jan/2021:09:45:12 +0900] "GET /HSPF01/supp/scm/scm_dlv_hspf/sql/SCM_DLVY_HSPF_H.jsp?_dc=1610153554400&V_TYPE=HS&V_COMP_ID=HSN&V_USR_ID=CMG0616&V_BP_CD=00000&V_DLVY_DT_FR=2021-01-09T00%3A00%3A00&V_DLVY_DT_TO=2021-01-09T00%3A00%3A00&V_PO_NO=&V_PO_DT_FR=2010-12-09T00%3A00%3A00&V_PO_DT_TO=2021-01-09T00%3A00%3A00&V_ITEM_CD=&V_ITEM_NM=BULK&V_M_BP_CD=&V_M_BP_NM=&V_ASN_NO_TF=&V_BL_NO=&page=1&start=0&limit=25 HTTP/1.1" 200 458
